"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000080822",698.073951581232,1.00744797733771,0.0761497044391737,13.2298343737162,5.90172788958646e-40,7.95924070228141e-39,"CLDND1","56650","claudin domain containing 1"
"ENSG00000161813",1324.88823712985,0.804083697620339,0.0608142082183672,13.221971002781,6.55241236282178e-40,8.82870246585138e-39,"LARP4","113251","La ribonucleoprotein 4"
"ENSG00000119812",2311.00502456136,-0.742478721117531,0.0561573379301726,-13.2214016633186,6.60220372615008e-40,8.88767461456372e-39,"FAM98A","25940","family with sequence similarity 98 member A"
"ENSG00000088854",855.360539871064,0.912151045762194,0.0690062742933355,13.2183784025895,6.87297332256346e-40,9.24374187794907e-39,"DNAAF9","25943","dynein axonemal assembly factor 9"
"ENSG00000096746",1506.64416551516,-0.806761724125114,0.0610377279148728,-13.2174271829102,6.96042895020426e-40,9.35283868226901e-39,"HNRNPH3","3189","heterogeneous nuclear ribonucleoprotein H3"
"ENSG00000171729",518.629349291039,1.29355664555549,0.0979461824287754,13.2068102449643,8.01494536750887e-40,1.07600094588013e-38,"TMEM51","55092","transmembrane protein 51"
"ENSG00000106785",245.866119197419,-1.80759663980002,0.136931475656575,-13.2007387719495,8.68788067888615e-40,1.16528174123897e-38,"TRIM14","9830","tripartite motif containing 14"
"ENSG00000197930",898.666059410078,-0.883441469416008,0.0669850833103796,-13.1886298524483,1.02022660712605e-39,1.36715925172913e-38,"ERO1A","30001","endoplasmic reticulum oxidoreductase 1 alpha"
"ENSG00000088832",4123.49655828295,-0.557580571189948,0.0422862351000951,-13.18586461694,1.05833609791324e-39,1.41694108789582e-38,"FKBP1A","2280","FKBP prolyl isomerase 1A"
"ENSG00000196182",578.206516233525,-1.11048236435183,0.0842297697112738,-13.1839653386016,1.08532796925195e-39,1.45176145587881e-38,"STK40","83931","serine/threonine kinase 40"
"ENSG00000107957",5230.34936335954,0.667428885116043,0.0506249285670605,13.1837990493543,1.08772355091561e-39,1.45364794114212e-38,"SH3PXD2A","9644","SH3 and PX domains 2A"
"ENSG00000213949",3608.87183174316,0.626071275421408,0.0474968089693592,13.1813334202156,1.12386685755407e-39,1.50059109650251e-38,"ITGA1","3672","integrin subunit alpha 1"
"ENSG00000180817",1092.7352135005,-0.878583404315459,0.0667028891008687,-13.1715944565288,1.27868375617455e-39,1.70575950620246e-38,"PPA1","5464","inorganic pyrophosphatase 1"
"ENSG00000105825",8418.09761877604,2.22774893158967,0.169181103119888,13.1678354763475,1.34395687794047e-39,1.79121407200846e-38,"TFPI2","7980","tissue factor pathway inhibitor 2"
"ENSG00000147852",160.717936015008,-2.19580879642137,0.166864964905279,-13.1591961060719,1.50680511290303e-39,2.00644428120679e-38,"VLDLR","7436","very low density lipoprotein receptor"
"ENSG00000137492",539.341552848023,-1.11593458135976,0.0848487347683089,-13.1520473983139,1.65628074828959e-39,2.20349559605632e-38,"THAP12","5612","THAP domain containing 12"
"ENSG00000154188",540.460635492878,-1.17481984729192,0.0893364028381651,-13.1505165863924,1.69015764622255e-39,2.24653927138447e-38,"ANGPT1","284","angiopoietin 1"
"ENSG00000143641",5346.27759889218,-0.57075759260161,0.0434103749691527,-13.1479535251006,1.74842753149976e-39,2.32189917189446e-38,"GALNT2","2590","polypeptide N-acetylgalactosaminyltransferase 2"
"ENSG00000174099",1601.82463415028,-0.808446176082504,0.0615004626179632,-13.1453673951124,1.80924621749955e-39,2.40050527814644e-38,"MSRB3","253827","methionine sulfoxide reductase B3"
"ENSG00000136010",1042.27089977125,-2.77224173597155,0.210957894320149,-13.1412087938478,1.91148579355307e-39,2.5338779333407e-38,"ALDH1L2","160428","aldehyde dehydrogenase 1 family member L2"
"ENSG00000136485",3657.01384074999,0.636259302590282,0.0484448734107548,13.1336766471771,2.1115047873378e-39,2.79651181619227e-38,"DCAF7","10238","DDB1 and CUL4 associated factor 7"
"ENSG00000155016",261.68215116334,-1.55828795120657,0.118740344319874,-13.1234919363944,2.41543334902265e-39,3.19617072928073e-38,"CYP2U1","113612","cytochrome P450 family 2 subfamily U member 1"
"ENSG00000143970",624.385554408606,-1.05090620663825,0.0801106874147669,-13.1181773687356,2.59091410205646e-39,3.42529988008432e-38,"ASXL2","55252","ASXL transcriptional regulator 2"
"ENSG00000135624",3755.96538903558,-0.586297437625269,0.0447054188472278,-13.1146839184938,2.71311027027665e-39,3.58363732566353e-38,"CCT7","10574","chaperonin containing TCP1 subunit 7"
"ENSG00000183010",1211.01584755526,-0.998968128960288,0.0762026935334307,-13.1093545731692,2.91064878791765e-39,3.84111916072782e-38,"PYCR1","5831","pyrroline-5-carboxylate reductase 1"
"ENSG00000051341",119.498988823157,-2.83473314987121,0.216256520158967,-13.1081973749852,2.95539625143011e-39,3.89668599585343e-38,"POLQ","10721","DNA polymerase theta"
"ENSG00000148400",1193.20545566984,1.00052058087267,0.0763712288567008,13.1007526767705,3.26008500725455e-39,4.29457983902086e-38,"NOTCH1","4851","notch receptor 1"
"ENSG00000082512",190.121164840682,-1.9460866262213,0.148548518253669,-13.1006801622758,3.26320139061115e-39,4.29485042971248e-38,"TRAF5","7188","TNF receptor associated factor 5"
"ENSG00000164949",720.305298973928,1.21965288718843,0.093123730638407,13.0971222783617,3.41979854556698e-39,4.4969436489568e-38,"GEM","2669","GTP binding protein overexpressed in skeletal muscle"
"ENSG00000160145",471.301045831837,1.18080787182979,0.0902242845613791,13.0874728192108,3.88313924045085e-39,5.10167732445341e-38,"KALRN","8997","kalirin RhoGEF kinase"
"ENSG00000152137",329.230232874169,-1.39054362004647,0.106259377634436,-13.0863143658752,3.94280334810309e-39,5.17545556920934e-38,"HSPB8","26353","heat shock protein family B (small) member 8"
"ENSG00000167196",883.636232113625,0.93094817806823,0.0712232154097994,13.0708529896018,4.83206367625872e-39,6.3370904426241e-38,"FBXO22","26263","F-box protein 22"
"ENSG00000119681",10097.3020539966,-0.594702724494728,0.0455099540433897,-13.0675307632201,5.04775587089853e-39,6.6140843800388e-38,"LTBP2","4053","latent transforming growth factor beta binding protein 2"
"ENSG00000166797",211.786622956542,-1.78106884653711,0.136309762883193,-13.0663336863358,5.12779864604549e-39,6.71300277051953e-38,"CIAO2A","84191","cytosolic iron-sulfur assembly component 2A"
"ENSG00000134569",609.821770675813,1.20564264317627,0.0923018703889397,13.0619524620244,5.43166076743934e-39,7.10449671656029e-38,"LRP4","4038","LDL receptor related protein 4"
"ENSG00000104687",1443.31998943954,0.813493018773723,0.062303982768474,13.0568381446291,5.80907869789678e-39,7.59142135595829e-38,"GSR","2936","glutathione-disulfide reductase"
"ENSG00000134222",215.560012132067,-2.08611319809046,0.159782401950157,-13.0559634392104,5.87619075681501e-39,7.67232906425209e-38,"PSRC1","84722","proline and serine rich coiled-coil 1"
"ENSG00000187800",613.337000494287,-1.17874616429308,0.0903308658580078,-13.0492069692542,6.42123104140154e-39,8.37655550705909e-38,"PEAR1","375033","platelet endothelial aggregation receptor 1"
"ENSG00000165458",3321.77009038652,0.57828017212802,0.0443725542550481,13.0323841355658,8.0066164627212e-39,1.04354787359531e-37,"INPPL1","3636","inositol polyphosphate phosphatase like 1"
"ENSG00000167325",1188.3204357211,-0.916769606601853,0.0703489549034271,-13.0317445065157,8.07402778825832e-39,1.05140517200321e-37,"RRM1","6240","ribonucleotide reductase catalytic subunit M1"
"ENSG00000100258",1532.9676136915,-0.760103362942888,0.0583615237150726,-13.0240493146443,8.93064425363862e-39,1.16192879469298e-37,"LMF2","91289","lipase maturation factor 2"
"ENSG00000006459",253.591426341299,1.63858034343064,0.125950946172468,13.009670774421,1.07805536410379e-38,1.40137699048347e-37,"KDM7A","80853","lysine demethylase 7A"
"ENSG00000154803",519.999820362254,1.18073649340029,0.090863359984438,12.9946382524541,1.31226790951521e-38,1.70380199156658e-37,"FLCN","201163","folliculin"
"ENSG00000101255",464.152101724251,-1.21591212757413,0.0935706081512518,-12.9945946873475,1.31301536153667e-38,1.70380199156658e-37,"TRIB3","57761","tribbles pseudokinase 3"
"ENSG00000189266",635.125097376062,-1.02402861506209,0.0788194280718865,-12.9920838061415,1.35681771929585e-38,1.75909390426108e-37,"PNRC2","55629","proline rich nuclear receptor coactivator 2"
"ENSG00000112972",778.005119462923,0.987519764003874,0.0760360757582264,12.9875161777669,1.4402579176886e-38,1.86563347827722e-37,"HMGCS1","3157","3-hydroxy-3-methylglutaryl-CoA synthase 1"
"ENSG00000104626",292.126952290363,-1.47834330804513,0.113911092218356,-12.9780452391001,1.62987352039577e-38,2.10939946665957e-37,"ERI1","90459","exoribonuclease 1"
"ENSG00000148516",3628.30559336802,0.60395922444644,0.0465382916200702,12.9776836111013,1.63758585814783e-38,2.1175233787128e-37,"ZEB1","6935","zinc finger E-box binding homeobox 1"
"ENSG00000112378",3380.71498775176,0.593965174190326,0.0457730144127002,12.9763176363041,1.66704637375962e-38,2.153730490232e-37,"PERP","64065","p53 apoptosis effector related to PMP22"
"ENSG00000253719",1773.30312903196,0.684359469089795,0.0527486993532599,12.9739591208992,1.71915890031409e-38,2.21911377211146e-37,"ATXN7L3B","552889","ataxin 7 like 3B"
"ENSG00000131620",177.191004531121,-2.06993167315941,0.159575604825624,-12.9714794151733,1.77569629840919e-38,2.29008943939941e-37,"ANO1","55107","anoctamin 1"
"ENSG00000102755",635.131789650152,1.02698089744067,0.0791823461924823,12.9698215173394,1.81452365286593e-38,2.33812069645274e-37,"FLT1","2321","fms related receptor tyrosine kinase 1"
"ENSG00000067182",1986.79883415079,-0.679721885814589,0.0524143707312332,-12.9682351677944,1.85246521472117e-38,2.38492772931904e-37,"TNFRSF1A","7132","TNF receptor superfamily member 1A"
"ENSG00000123643",932.63902099088,0.910234589191369,0.0701989639179296,12.9664960619011,1.89496711884501e-38,2.43751916926235e-37,"SLC36A1","206358","solute carrier family 36 member 1"
"ENSG00000228716",274.334775816928,-1.50109603664275,0.11594248688897,-12.9469021833234,2.44627933833475e-38,3.14393774893649e-37,"DHFR","1719","dihydrofolate reductase"
"ENSG00000049245",1972.24810613789,-0.672795172551311,0.0520423566364026,-12.9278383231536,3.13509945197907e-38,4.02569689421229e-37,"VAMP3","9341","vesicle associated membrane protein 3"
"ENSG00000140563",265.361338932697,1.68031185168463,0.130069617024774,12.9185576933358,3.53709616250509e-38,4.53794058970436e-37,"MCTP2","55784","multiple C2 and transmembrane domain containing 2"
"ENSG00000156535",1023.77510708506,0.870714822426602,0.0674133392645609,12.9160613007096,3.65371253353838e-38,4.68348173065381e-37,"CD109","135228","CD109 molecule"
"ENSG00000083223",1066.25607900115,0.887794561394614,0.0687978610080665,12.9043919154771,4.25158367695104e-38,5.4451272195951e-37,"TUT7","79670","terminal uridylyl transferase 7"
"ENSG00000164733",24922.5082768417,0.497888491824227,0.0385956985454867,12.9001031355203,4.4949519171935e-38,5.75182312109913e-37,"CTSB","1508","cathepsin B"
"ENSG00000103042",1002.99507368114,0.854794041976769,0.0662657298709152,12.8994888253988,4.53092680803889e-38,5.79283311315474e-37,"SLC38A7","55238","solute carrier family 38 member 7"
"ENSG00000140262",1936.20741384411,-0.688502194220019,0.0533771581458125,-12.8988169872066,4.57059837321565e-38,5.83849423362976e-37,"TCF12","6938","transcription factor 12"
"ENSG00000214944",896.802775478061,0.986049062001477,0.0764456387451145,12.8986960955244,4.57777350983583e-38,5.84260124257074e-37,"ARHGEF28","64283","Rho guanine nucleotide exchange factor 28"
"ENSG00000089057",838.399505985977,0.936444282410815,0.072602067590647,12.8983142421064,4.60051081384923e-38,5.86654594187826e-37,"SLC23A2","9962","solute carrier family 23 member 2"
"ENSG00000162377",294.222130659643,-1.479796385999,0.114748717237099,-12.8959732328979,4.7423797666716e-38,6.04223411722563e-37,"COA7","65260","cytochrome c oxidase assembly factor 7"
"ENSG00000066084",1279.53661291284,0.798431638165529,0.0619177380305755,12.8950388622281,4.800210943741e-38,6.1106395395992e-37,"DIP2B","57609","disco interacting protein 2 homolog B"
"ENSG00000112902",3040.3966539081,0.787642405552696,0.061111533310202,12.8886048653799,5.2179210065698e-38,6.63665573542507e-37,"SEMA5A","9037","semaphorin 5A"
"ENSG00000136720",1433.37034812896,0.731424795493799,0.0567790089234339,12.8819577756301,5.68743014129337e-38,7.22759210203638e-37,"HS6ST1","9394","heparan sulfate 6-O-sulfotransferase 1"
"ENSG00000171298",904.228639661647,0.87179902040058,0.0677287654146305,12.8719166083051,6.47746109838357e-38,8.22448029651903e-37,"GAA","2548","alpha glucosidase"
"ENSG00000168952",126.190018512136,-2.47524148945561,0.192413535427326,-12.8641755059405,7.16018636510598e-38,9.08352447384124e-37,"STXBP6","29091","syntaxin binding protein 6"
"ENSG00000243137",740.483626982182,-0.977361956099417,0.0759767485123133,-12.8639613465562,7.1800577251848e-38,9.10090821970589e-37,"PSG4","5672","pregnancy specific beta-1-glycoprotein 4"
"ENSG00000217128",878.540176231559,0.888522026620244,0.0690788962267935,12.8624236221599,7.32435875445877e-38,9.27584455478838e-37,"FNIP1","96459","folliculin interacting protein 1"
"ENSG00000162522",183.478057049611,-1.87020070093645,0.145434183467313,-12.8594299933398,7.61360277588798e-38,9.63388467885516e-37,"KIAA1522","57648","KIAA1522"
"ENSG00000155893",366.996481830363,1.337480654805,0.104025973768979,12.857179859477,7.83845957886745e-38,9.9099085369846e-37,"PXYLP1","92370","2-phosphoxylose phosphatase 1"
"ENSG00000113407",2755.01246177957,-0.62920168390971,0.0489504297903081,-12.8538541255932,8.18294427839667e-38,1.03365719078309e-36,"TARS1","6897","threonyl-tRNA synthetase 1"
"ENSG00000142784",730.924778754534,-0.949121995747797,0.0738565566474197,-12.8508833721935,8.50336244595345e-38,1.07321308406841e-36,"WDTC1","23038","WD and tetratricopeptide repeats 1"
"ENSG00000182628",499.672954034941,-1.1658881427792,0.0907705880291329,-12.844338326915,9.25397607398945e-38,1.16695011107385e-36,"SKA2","348235","spindle and kinetochore associated complex subunit 2"
"ENSG00000109332",5382.47733598334,0.508779461072911,0.0396568035793259,12.829563029587,1.11994033211438e-37,1.41106743467255e-36,"UBE2D3","7323","ubiquitin conjugating enzyme E2 D3"
"ENSG00000166900",425.971246640361,1.22008091935493,0.0951451820047057,12.8233599815342,1.21326669691089e-37,1.52734956025796e-36,"STX3","6809","syntaxin 3"
"ENSG00000140044",461.471978254329,-1.31667401549644,0.102730552952009,-12.816771424481,1.32086927208212e-37,1.66139004606134e-36,"JDP2","122953","Jun dimerization protein 2"
"ENSG00000141699",1047.84272368019,0.819021454458482,0.0639411226575387,12.8089939684836,1.46015342283916e-37,1.83501734246755e-36,"RETREG3","162427","reticulophagy regulator family member 3"
"ENSG00000132341",4661.05725474269,-0.542156931428459,0.0423485141478799,-12.8022657308651,1.59236451235676e-37,1.99946774598397e-36,"RAN","5901","RAN, member RAS oncogene family"
"ENSG00000005249",416.197654754929,1.32850646462004,0.103843139284483,12.7933965958072,1.78498591182515e-37,2.23942875366227e-36,"PRKAR2B","5577","protein kinase cAMP-dependent type II regulatory subunit beta"
"ENSG00000111897",5940.49238216243,0.496209196394256,0.038832461777934,12.7782060079493,2.17017613777338e-37,2.72037202520887e-36,"SERINC1","57515","serine incorporator 1"
"ENSG00000128791",3392.66003764589,-0.58727005462489,0.0459610099914457,-12.7775707003435,2.18797257787215e-37,2.74035207248945e-36,"TWSG1","57045","twisted gastrulation BMP signaling modulator 1"
"ENSG00000146950",418.102662056195,-1.47143010737839,0.115184930422595,-12.7745018552335,2.27600195291581e-37,2.84818768560813e-36,"SHROOM2","357","shroom family member 2"
"ENSG00000185070",947.309384564209,0.881340806640307,0.069014651756988,12.7703434590042,2.40092689795185e-37,3.00197249596454e-36,"FLRT2","23768","fibronectin leucine rich transmembrane protein 2"
"ENSG00000139354",205.500090131117,-1.7657434077797,0.138372465326105,-12.7608003775776,2.71398062135017e-37,3.39052244601189e-36,"GAS2L3","283431","growth arrest specific 2 like 3"
"ENSG00000143401",1093.38099610091,-0.835916947228948,0.0655074668314942,-12.7606361176992,2.71970988314574e-37,3.39480538205856e-36,"ANP32E","81611","acidic nuclear phosphoprotein 32 family member E"
"ENSG00000055070",3284.51932805167,0.59222825327534,0.0464185336583776,12.7584438068188,2.79733691000715e-37,3.48874968472067e-36,"SZRD1","26099","SUZ RNA binding domain containing 1"
"ENSG00000181541",113.019258575418,-2.89489496209926,0.227270657257496,-12.7376538486417,3.65213021735016e-37,4.55097375226218e-36,"MAB21L2","10586","mab-21 like 2"
"ENSG00000188486",694.406605736652,-1.11106384454581,0.0872395055891248,-12.7357879557299,3.74050534047886e-37,4.65716588974051e-36,"H2AX","3014","H2A.X variant histone"
"ENSG00000076716",266.777856629309,1.62369365041571,0.127497897252316,12.7350621885351,3.77545150630132e-37,4.69671260741734e-36,"GPC4","2239","glypican 4"
"ENSG00000145349",1851.79090416972,-0.775938527332325,0.0609370014405695,-12.7334543707255,3.85402900188442e-37,4.79042492786881e-36,"CAMK2D","817","calcium/calmodulin dependent protein kinase II delta"
"ENSG00000111052",305.592357202405,-1.50143592664703,0.117983837874669,-12.7257762901556,4.25227464037195e-37,5.28098148518921e-36,"LIN7A","8825","lin-7 homolog A, crumbs cell polarity complex component"
"ENSG00000173068",580.85795182424,-1.29701791432821,0.101980783930974,-12.718257933829,4.68181845060987e-37,5.80954999329673e-36,"BNC2","54796","basonuclin 2"
"ENSG00000139174",221.857975872461,-1.95370510937011,0.153695866413727,-12.7115006730957,5.10453526439909e-37,6.32876582276841e-36,"PRICKLE1","144165","prickle planar cell polarity protein 1"
"ENSG00000172935",449.542572807093,-1.19943913612596,0.094413229658199,-12.7041426341228,5.608067113245e-37,6.94722268587881e-36,"MRGPRF","116535","MAS related GPR family member F"
"ENSG00000123975",466.632668720415,-1.14278195854859,0.0899863099889984,-12.6995090551919,5.95017980170743e-37,7.36484503308653e-36,"CKS2","1164","CDC28 protein kinase regulatory subunit 2"
"ENSG00000163930",802.268856376072,-0.908720684718434,0.0715618777191898,-12.6983907309458,6.03580953738419e-37,7.46457115796868e-36,"BAP1","8314","BRCA1 associated protein 1"
"ENSG00000070404",1201.9876750092,-0.866468264459825,0.0682367013103431,-12.6979799407227,6.06757025408272e-37,7.49756545466805e-36,"FSTL3","10272","follistatin like 3"
"ENSG00000112118",569.249075051266,-1.11789554762819,0.0881629223642915,-12.6798830806563,7.64458121262639e-37,9.43833901348031e-36,"MCM3","4172","minichromosome maintenance complex component 3"
"ENSG00000156265",340.129765428476,-1.44667812694397,0.114102739299049,-12.6787326564738,7.7576020964333e-37,9.56987134872717e-36,"MAP3K7CL","56911","MAP3K7 C-terminal like"
"ENSG00000052802",1290.00722324881,0.837939455953856,0.0661236355536717,12.6723137488971,8.41938323806746e-37,1.03775756302796e-35,"MSMO1","6307","methylsterol monooxygenase 1"
"ENSG00000125977",2186.86161410618,-0.654562186736265,0.0516884575148293,-12.6636045687468,9.40783919170627e-37,1.1586248700704e-35,"EIF2S2","8894","eukaryotic translation initiation factor 2 subunit beta"
"ENSG00000189184",2321.60989755608,0.698744076973527,0.0551907424091213,12.6605304888605,9.78359835048113e-37,1.203896664412e-35,"PCDH18","54510","protocadherin 18"
"ENSG00000051382",743.086254540735,0.992499843113746,0.0784393389983109,12.6530877973757,1.07562715844229e-36,1.32248359130479e-35,"PIK3CB","5291","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"ENSG00000149968",610.045543455832,3.82854066366896,0.302649934526273,12.6500627520757,1.11785502058082e-36,1.37325836583259e-35,"MMP3","4314","matrix metallopeptidase 3"
"ENSG00000188976",1651.18807619944,-0.692720464846366,0.0548465415913946,-12.6301576133481,1.43989540156582e-36,1.76740572002514e-35,"NOC2L","26155","NOC2 like nucleolar associated transcriptional repressor"
"ENSG00000170035",1980.24258980825,0.771194574851252,0.0610620425192748,12.6296884780396,1.4485054619417e-36,1.77649622489509e-35,"UBE2E3","10477","ubiquitin conjugating enzyme E2 E3"
"ENSG00000104946",782.96464458985,0.94358257256742,0.074713746261392,12.6293034385697,1.45561032482898e-36,1.78372713725305e-35,"TBC1D17","79735","TBC1 domain family member 17"
"ENSG00000063601",517.778521484802,-1.12709175267859,0.0892802173491122,-12.6242048478817,1.55302215540737e-36,1.90151774945064e-35,"MTMR1","8776","myotubularin related protein 1"
"ENSG00000185483",269.185362383494,-1.54810826580899,0.122736870084087,-12.613229136024,1.78525526627153e-36,2.1840510944088e-35,"ROR1","4919","receptor tyrosine kinase like orphan receptor 1"
"ENSG00000005243",524.385887070644,-1.25914393960163,0.0998467757350302,-12.6107621436179,1.84203019468156e-36,2.25164154866046e-35,"COPZ2","51226","COPI coat complex subunit zeta 2"
"ENSG00000115902",516.114225380647,-1.17935583745932,0.0935340291908333,-12.6088424465617,1.88744811223615e-36,2.30524912648445e-35,"SLC1A4","6509","solute carrier family 1 member 4"
"ENSG00000065328",105.647799964545,-2.63418519834331,0.20896747977115,-12.6057183693278,1.96375136250266e-36,2.39645885875635e-35,"MCM10","55388","minichromosome maintenance 10 replication initiation factor"
"ENSG00000149428",5535.81535950767,0.587069074520809,0.0465978513064463,12.5986297235039,2.14844554065308e-36,2.61968309973517e-35,"HYOU1","10525","hypoxia up-regulated 1"
"ENSG00000198682",2757.7362698912,-0.690671050050199,0.0548214307226297,-12.5985593762531,2.15036236175102e-36,2.61985518458089e-35,"PAPSS2","9060","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"ENSG00000089006",791.711839555468,-0.929293151003288,0.0737695360144315,-12.5972481489038,2.18640336588057e-36,2.66156726569323e-35,"SNX5","27131","sorting nexin 5"
"ENSG00000173218",353.634566225069,-1.28981243607008,0.102401813480452,-12.5956015057907,2.23251518656931e-36,2.71545993921216e-35,"VANGL1","81839","VANGL planar cell polarity protein 1"
"ENSG00000135709",492.145080123235,-1.09750266673927,0.0871431200233599,-12.594254904404,2.27094215769977e-36,2.75992426644995e-35,"KIAA0513","9764","KIAA0513"
"ENSG00000141052",330.096239253903,-1.42586360071506,0.11324518787334,-12.5909420743761,2.36829856141641e-36,2.87587464815948e-35,"MYOCD","93649","myocardin"
"ENSG00000106772",128.27080086473,-2.34099243863979,0.186006308850193,-12.5855539691677,2.53557740137931e-36,3.07647277795644e-35,"PRUNE2","158471","prune homolog 2 with BCH domain"
"ENSG00000008710",3467.64067771508,0.56257594858634,0.0447127025462821,12.5820162179644,2.6517435732327e-36,3.21477606240553e-35,"PKD1","5310","polycystin 1, transient receptor potential channel interacting"
"ENSG00000196914",5939.63502967648,0.594312640909439,0.047239084374962,12.580951743096,2.68772099042699e-36,3.25571719973397e-35,"ARHGEF12","23365","Rho guanine nucleotide exchange factor 12"
"ENSG00000184564",101.25352163079,2.86858623601506,0.228169006968652,12.5721993277078,3.00253348838522e-36,3.63407539685279e-35,"SLITRK6","84189","SLIT and NTRK like family member 6"
"ENSG00000119314",783.965504750922,-1.0570292176121,0.0840819906363238,-12.571410472238,3.03264672077419e-36,3.66751391133627e-35,"PTBP3","9991","polypyrimidine tract binding protein 3"
"ENSG00000120860",155.516783506469,-2.01354241171963,0.160217856169942,-12.5675281136197,3.18527940767209e-36,3.84894450293153e-35,"WASHC3","51019","WASH complex subunit 3"
"ENSG00000132003",486.225863828421,1.16927518499728,0.0930481815784958,12.566341062892,3.23345394386628e-36,3.90395904155508e-35,"ZSWIM4","65249","zinc finger SWIM-type containing 4"
"ENSG00000128045",91.2973239768627,3.29009902601888,0.261911558876666,12.5618702745692,3.42148210613493e-36,4.12759991773628e-35,"RASL11B","65997","RAS like family 11 member B"
"ENSG00000150753",3133.15595175159,-0.554528854643693,0.0441837297674318,-12.5505215961293,3.94900150920085e-36,4.76009544662985e-35,"CCT5","22948","chaperonin containing TCP1 subunit 5"
"ENSG00000116962",4549.05462614382,0.595594764704971,0.0474718093626626,12.5462832089441,4.16610420452683e-36,5.01768991294602e-35,"NID1","4811","nidogen 1"
"ENSG00000075151",3936.16973038135,0.592827584699818,0.0472898114318539,12.536053047158,4.74022784558537e-36,5.7045123681702e-35,"EIF4G3","8672","eukaryotic translation initiation factor 4 gamma 3"
"ENSG00000113583",1881.53988377743,0.649289184927024,0.0519068188968021,12.5087454543863,6.68720177758718e-36,8.04099225970018e-35,"C5orf15","56951","chromosome 5 open reading frame 15"
"ENSG00000102743",219.897925766282,1.74882253055507,0.139827055870503,12.5070396402732,6.83233401898924e-36,8.20881564463903e-35,"SLC25A15","10166","solute carrier family 25 member 15"
"ENSG00000169429",474.860270115843,3.62731884629865,0.290195682161104,12.4995617415318,7.50639571113174e-36,9.01133948918126e-35,"CXCL8","3576","C-X-C motif chemokine ligand 8"
"ENSG00000169180",2735.88740364802,-0.646017107969835,0.051692551617882,-12.4972957950553,7.72340429383691e-36,9.26431763831462e-35,"XPO6","23214","exportin 6"
"ENSG00000087116",3465.32774662936,0.604947192336482,0.0484209268403103,12.4935070807621,8.10026022049642e-36,9.70846785485006e-35,"ADAMTS2","9509","ADAM metallopeptidase with thrombospondin type 1 motif 2"
"ENSG00000004975",682.274946897039,1.00890654397152,0.0808440871240234,12.4796578186819,9.64000358032457e-36,1.15445302616971e-34,"DVL2","1856","dishevelled segment polarity protein 2"
"ENSG00000174306",1266.45603541443,-0.883912158281469,0.0708599528425055,-12.4740720650219,1.03403765753107e-35,1.23732291964424e-34,"ZHX3","23051","zinc fingers and homeoboxes 3"
"ENSG00000143416",142.598013627199,-2.1220188902395,0.170228850999153,-12.4656829778524,1.1488327711465e-35,1.37357201827354e-34,"SELENBP1","8991","selenium binding protein 1"
"ENSG00000184408",85.5648908725402,4.79223323238762,0.384653638921389,12.4585672602125,1.25606933473729e-35,1.50057060443028e-34,"KCND2","3751","potassium voltage-gated channel subfamily D member 2"
"ENSG00000131153",106.940896427591,-2.63874130249056,0.211843044885835,-12.4561148746357,1.29528646155287e-35,1.54616961599927e-34,"GINS2","51659","GINS complex subunit 2"
"ENSG00000090565",1202.02464996845,0.780272821007086,0.0626529142009668,12.4538950974294,1.33183169543913e-35,1.58850807069596e-34,"RAB11FIP3","9727","RAB11 family interacting protein 3"
"ENSG00000139173",134.676893239746,-2.21994456891217,0.178257259802003,-12.4535997657428,1.33677047735241e-35,1.59311079344567e-34,"TMEM117","84216","transmembrane protein 117"
"ENSG00000162413",2066.29846562912,0.782090893797726,0.0629049717192992,12.4328947684398,1.7324509481345e-35,2.06300091111997e-34,"KLHL21","9903","kelch like family member 21"
"ENSG00000114779",167.719357229947,-1.92344934176005,0.154712421505444,-12.432417016318,1.74283798775665e-35,2.07369610252916e-34,"ABHD14B","84836","abhydrolase domain containing 14B"
"ENSG00000143702",2861.33946228441,-0.593494199475914,0.0477933931491984,-12.4179130287565,2.08941036478331e-35,2.48405805979154e-34,"CEP170","9859","centrosomal protein 170"
"ENSG00000092853",122.202137432252,-2.42411269643608,0.195217558876446,-12.4174931311906,2.10040347407217e-35,2.49511697717076e-34,"CLSPN","63967","claspin"
"ENSG00000124145",3296.43072283063,-1.29435227042028,0.104451893872297,-12.3918506638352,2.8928928258891e-35,3.43376836308671e-34,"SDC4","6385","syndecan 4"
"ENSG00000178921",509.157563392419,-1.06390816456023,0.0859229147091959,-12.3821237694392,3.26584726999456e-35,3.87333686668005e-34,"PFAS","5198","phosphoribosylformylglycinamidine synthase"
"ENSG00000105011",87.5307834534588,-3.01421112837726,0.24353276507984,-12.3770250273678,3.48004820734512e-35,4.12406676716224e-34,"ASF1B","55723","anti-silencing function 1B histone chaperone"
"ENSG00000123136",538.718246417635,-1.10898861831114,0.0896473425630922,-12.3705687932763,3.771411895153e-35,4.46576333074538e-34,"DDX39A","10212","DExD-box helicase 39A"
